Country ;Announced Prefix;Description ;Valid ROA ;Parent Prefix ;RIR
United States (US) Flag ;104.248.112.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.176.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.208.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;104.248.224.0/20 ;DigitalOcean, LLC ;;104.248.0.0/16 ;ARIN
United States (US) Flag ;107.170.0.0/17 ;DigitalOcean, LLC ;;107.170.0.0/16 ;ARIN
United States (US) Flag ;107.170.128.0/19 ;DigitalOcean, LLC ;;107.170.0.0/16 ;ARIN
United States (US) Flag ;107.170.160.0/19 ;DigitalOcean, LLC ;;107.170.0.0/16 ;ARIN
United States (US) Flag ;107.170.192.0/18 ;DigitalOcean, LLC ;;107.170.0.0/16 ;ARIN
United States (US) Flag ;128.199.0.0/20 ;DigitalOcean, LLC ;;128.199.0.0/16 ;RIPE
Mexico (MX) Flag ;131.100.0.0/24 ;ANEXIA SOUTH AMERICA SOCIEDAD ANONIMA ;;131.100.0.0/22 ;Lacnic
Mexico (MX) Flag ;131.100.3.0/24 ;ANEXIA SOUTH AMERICA SOCIEDAD ANONIMA ;;131.100.0.0/22 ;Lacnic
United States (US) Flag ;134.122.0.0/20 ;DigitalOcean, LLC ;;134.122.0.0/17 ;ARIN
United States (US) Flag ;134.122.16.0/20 ;DigitalOcean, LLC ;;134.122.0.0/17 ;ARIN
United States (US) Flag ;134.122.32.0/20 ;DigitalOcean, LLC ;;134.122.0.0/17 ;ARIN
United States (US) Flag ;134.122.112.0/20 ;DigitalOcean, LLC ;;134.122.0.0/17 ;ARIN
United States (US) Flag ;134.209.0.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.32.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.48.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.64.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.112.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.128.0/22 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.140.0/22 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.160.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;134.209.208.0/20 ;DigitalOcean, LLC ;;134.209.0.0/16 ;ARIN
United States (US) Flag ;138.68.0.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.16.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.32.0/24 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.33.0/24 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.34.0/24 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.36.0/22 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.40.0/21 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.48.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.192.0/22 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.196.0/22 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.200.0/22 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.208.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.224.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.68.240.0/20 ;DigitalOcean, LLC ;;138.68.0.0/16 ;ARIN
United States (US) Flag ;138.197.0.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.16.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.32.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.48.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.52.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.56.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.60.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.64.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.80.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.96.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.112.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.128.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.144.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.160.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.192.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.208.0/20 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.224.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.228.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.232.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.236.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.240.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
United States (US) Flag ;138.197.252.0/22 ;DigitalOcean, LLC ;;138.197.0.0/16 ;ARIN
Finland (FI) Flag ;139.123.225.0/24 ;UPM-Kymmene Oyj ;;139.123.0.0/16 ;RIPE
Finland (FI) Flag ;139.123.228.0/24 ;UPM-Kymmene Oyj ;;139.123.0.0/16 ;RIPE
United States (US) Flag ;141.101.148.0/24 ;GZ Systems Limited - Colocation in Chicago ;;141.101.144.0/20 ;RIPE
United States (US) Flag ;142.93.0.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.16.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.48.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.64.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.80.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.112.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.144.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.176.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.192.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;142.93.240.0/20 ;DigitalOcean, LLC ;;142.93.0.0/16 ;ARIN
United States (US) Flag ;143.110.128.0/20 ;DigitalOcean, LLC ;;143.110.128.0/17 ;ARIN
United States (US) Flag ;143.110.144.0/20 ;DigitalOcean, LLC ;;143.110.128.0/17 ;ARIN
United States (US) Flag ;143.110.192.0/20 ;DigitalOcean, LLC ;;143.110.128.0/17 ;ARIN
United States (US) Flag ;143.110.208.0/20 ;DigitalOcean, LLC ;;143.110.128.0/17 ;ARIN
United States (US) Flag ;143.110.224.0/20 ;DigitalOcean, LLC ;;143.110.128.0/17 ;ARIN
Austria (AT) Flag ;144.208.205.0/24 ;ANEXIA Internetdienstleistungs GmbH ;;144.208.192.0/18 ;RIPE
Luxembourg (LU) Flag ;146.185.218.0/24 ;G-Core Labs S.A. ;;146.185.216.0/22 ;RIPE
Belgium (BE) Flag ;153.112.205.0/24 ;Volvo Gent ;;153.112.0.0/16 ;RIPE
United States (US) Flag ;157.230.0.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.48.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.64.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.68.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.72.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.80.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.128.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.144.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.160.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.176.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.196.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.200.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.204.0/22 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.208.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.230.224.0/20 ;DigitalOcean, LLC ;;157.230.0.0/16 ;ARIN
United States (US) Flag ;157.245.0.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.80.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.112.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.128.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.160.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.176.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.208.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.224.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;157.245.240.0/20 ;DigitalOcean, LLC ;;157.245.0.0/16 ;ARIN
United States (US) Flag ;159.65.32.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.64.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.96.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.160.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.176.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.216.0/21 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.224.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.65.240.0/20 ;DigitalOcean, LLC ;;159.65.0.0/16 ;ARIN
United States (US) Flag ;159.89.32.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.48.0/21 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.58.0/24 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.60.0/24 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.63.0/24 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.64.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.80.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.112.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.128.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.144.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.176.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.216.0/22 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.220.0/22 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.224.0/20 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.240.0/22 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.244.0/22 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.89.252.0/22 ;DigitalOcean, LLC ;;159.89.0.0/16 ;ARIN
United States (US) Flag ;159.153.150.0/24 ;Electronic Arts, Inc. ;;159.153.0.0/16 ;ARIN
United States (US) Flag ;159.203.0.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.16.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.32.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.48.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.52.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.56.0/21 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.64.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.80.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.96.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.112.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.128.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.144.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.148.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.152.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.156.0/22 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.160.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.176.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.192.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.208.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.224.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;159.203.240.0/20 ;DigitalOcean, LLC ;;159.203.0.0/16 ;ARIN
United States (US) Flag ;161.35.0.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.48.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.96.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.112.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.128.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.176.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.224.0/20 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.240.0/22 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.248.0/22 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;161.35.252.0/22 ;DigitalOcean, LLC ;;161.35.0.0/16 ;ARIN
United States (US) Flag ;162.213.60.0/24 ;Wargaming America Inc. ;;162.213.60.0/22 ;ARIN
United States (US) Flag ;162.213.60.0/22 ;Wargaming America Inc. ;;162.213.60.0/22 ;ARIN
United States (US) Flag ;162.213.61.0/24 ;Wargaming America Inc. ;;162.213.60.0/22 ;ARIN
United States (US) Flag ;162.213.62.0/24 ;Wargaming America Inc. ;;162.213.60.0/22 ;ARIN
United States (US) Flag ;162.213.63.0/24 ;Wargaming America Inc. ;;162.213.60.0/22 ;ARIN
United States (US) Flag ;162.216.228.0/24 ;Wargaming America Inc. ;;162.216.228.0/22 ;ARIN
United States (US) Flag ;162.216.228.0/22 ;Wargaming America Inc. ;;162.216.228.0/22 ;ARIN
United States (US) Flag ;162.216.229.0/24 ;Wargaming America Inc. ;;162.216.228.0/22 ;ARIN
United States (US) Flag ;162.216.230.0/24 ;Wargaming America Inc. ;;162.216.228.0/22 ;ARIN
United States (US) Flag ;162.216.231.0/24 ;Wargaming America Inc. ;;162.216.228.0/22 ;ARIN
United States (US) Flag ;162.220.220.0/24 ;Anexia ;;162.220.220.0/22 ;ARIN
United States (US) Flag ;162.220.221.0/24 ;Anexia ;;162.220.220.0/22 ;ARIN
United States (US) Flag ;162.220.222.0/24 ;Anexia ;;162.220.220.0/22 ;ARIN
United States (US) Flag ;162.220.223.0/24 ;Anexia ;;162.220.220.0/22 ;ARIN
United States (US) Flag ;162.243.0.0/17 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.128.0/19 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.160.0/20 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.176.0/21 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.184.0/22 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.188.0/23 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.190.0/24 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.191.0/24 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.243.192.0/18 ;DigitalOcean, LLC ;;162.243.0.0/16 ;ARIN
United States (US) Flag ;162.250.0.0/23 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;162.250.2.0/24 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;162.250.4.0/24 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;162.250.5.0/24 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;162.250.6.0/24 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;162.250.7.0/24 ;Anexia ;;162.250.0.0/21 ;ARIN
United States (US) Flag ;164.90.128.0/20 ;DigitalOcean, LLC ;;164.90.128.0/17 ;ARIN
United States (US) Flag ;164.90.144.0/20 ;DigitalOcean, LLC ;;164.90.128.0/17 ;ARIN
United States (US) Flag ;164.90.244.0/22 ;DigitalOcean, LLC ;;164.90.128.0/17 ;ARIN
United States (US) Flag ;164.90.248.0/24 ;DigitalOcean, LLC ;;164.90.128.0/17 ;ARIN
United States (US) Flag ;164.90.252.0/22 ;DigitalOcean, LLC ;;164.90.128.0/17 ;ARIN
United States (US) Flag ;165.22.0.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.32.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.128.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.144.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.160.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.176.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.22.224.0/20 ;DigitalOcean, LLC ;;165.22.0.0/16 ;ARIN
United States (US) Flag ;165.227.0.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.16.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.32.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.48.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.64.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.80.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.96.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.112.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.176.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.192.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.208.0/20 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.240.0/22 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.248.0/22 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.227.252.0/22 ;DigitalOcean, LLC ;;165.227.0.0/16 ;ARIN
United States (US) Flag ;165.232.48.0/20 ;DigitalOcean, LLC ;;165.232.32.0/19 ;ARIN
United States (US) Flag ;166.67.160.0/19 ;Virginia Information Technologies Agency (VITA) ;;166.67.0.0/16 ;ARIN
United States (US) Flag ;167.71.16.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.80.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.96.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.112.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.144.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.160.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.176.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.71.240.0/20 ;DigitalOcean, LLC ;;167.71.0.0/16 ;ARIN
United States (US) Flag ;167.99.0.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.20.0/22 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.24.0/22 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.48.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.96.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.112.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.144.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.160.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.176.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.99.224.0/20 ;DigitalOcean, LLC ;;167.99.0.0/16 ;ARIN
United States (US) Flag ;167.172.0.0/22 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.8.0/22 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.12.0/22 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.16.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.112.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.128.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.144.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.192.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.208.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.224.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
United States (US) Flag ;167.172.240.0/20 ;DigitalOcean, LLC ;;167.172.0.0/16 ;RIPE
Luxembourg (LU) Flag ;172.94.57.0/24 ;INTERNET-SECURITY-G-Core ;;172.94.0.0/17 ;ARIN
United States (US) Flag ;172.111.195.0/24 ;Secure Internet LLC ;;172.111.128.0/17 ;ARIN
United States (US) Flag ;173.222.234.0/23 ;Akamai Technologies, Inc. ;;173.222.0.0/15 ;ARIN
United States (US) Flag ;173.223.152.0/22 ;Akamai Technologies, Inc. ;;173.222.0.0/15 ;ARIN
United States (US) Flag ;174.138.32.0/20 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.48.0/20 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.64.0/20 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.80.0/20 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.108.0/22 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.112.0/22 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.116.0/22 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
United States (US) Flag ;174.138.124.0/22 ;DigitalOcean, LLC ;;174.138.0.0/17 ;ARIN
Sweden (SE) Flag ;178.72.0.0/22 ;Net1 Sverige AB ;;178.72.0.0/19 ;RIPE
Denmark (DK) Flag ;178.72.16.0/22 ;NET NMT DK SUB8 ;;178.72.0.0/19 ;RIPE
Sweden (SE) Flag ;178.72.16.0/20 ;Netett Sverige AB ;;178.72.0.0/19 ;RIPE
